osm_id,name,amenity,lon,lat
2530349498,สถานพยาบาลโรคเด็กและเวชกรรมทั่วไป,hospital,98.9808889,18.8036029
2406160243,โรงพยาบาลนภาลัย,hospital,99.9433279,13.4665691
2337474930,โรงพยาบาลแม่ลาว,hospital,99.7386588,19.7659397
2423444737,โรงพยาบาลขุนตาล,hospital,100.2983165,19.9118906
5677508637,โรงพยาบาล,hospital,97.9398725,18.1623931
1473041820,โรงพยาบาลพิชัย,hospital,100.073646,17.3086477
3136767740,โรงพยาบาลธัญญารักษ์เชียงใหม่,hospital,98.9402202,19.0171009
2182981236,โรงพยาบาล​เทพธารินทร์,hospital,100.5770853,13.7144385
1439413117,โรงพยาบาลสันทราย,hospital,98.9922951,18.9200971
4540640943,หอผู้ป่วยจิตเวช 1,hospital,98.9774177,18.7898427
2683085080,Rongphayaban Kui Buri ca. 15 m โรงพยาบาลกุยบุรี,hospital,99.8537172,12.0416649
5895991085,,hospital,100.8851348,12.9268231
2172883127,Mueang Pan District Hospital,hospital,99.4956855,18.7721619
2185742149,โรงพยาบาลศรีสวรรค์,hospital,100.1309499,15.7060186
2185742162,โรงพยาบาลปากน้ำโพ,hospital,100.1231393,15.696222
2436179806,โรงพยาบาลสามร้อยยอด,hospital,99.8585068,12.2094831
1669899706,โรงพยาบาลศูนย์นครปฐม,hospital,100.0752367,13.8190156
2068143976,S-Smart Clinic,hospital,100.6110973,13.8345164
1797189361,,hospital,100.5396756,13.792343
7856667674,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,hospital,100.3608638,13.7076276
6490115724,MCบ้านกล้อทอ,hospital,98.6527208,16.0357377
8711721904,อุบัติเหตุ-ฉุกเฉิน ER,hospital,99.8155985,13.5305358
7856667691,โรงพยาบาลโพธาราม,hospital,99.8522258,13.6941395
4999107124,โรงพยาบาล เปาโล เมโมเรี่ยล,hospital,100.6146528,13.5983927
4312157943,โรงพยาบาลค่ายธนะรัชต์,hospital,99.9226192,12.4100882
7856667722,Chao Phraya Yommarat Hospital,hospital,100.1160664,14.4663693
5258923876,Mahesak Hospital,hospital,100.5195673,13.7253
6180302085,,hospital,100.5709804,13.7316784
1645930798,ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ,hospital,100.5041093,13.8980163
943216577,โรงพยาบาลชัยนาท,hospital,100.127383,15.1913953
6770984091,Ibaby Fertility & Genetic Center,hospital,100.5487939,13.7413564
7051270195,Mandarin Clinic Rama 4,hospital,100.5746292,13.7159788
4061129358,Meko Clinic Thonglor เมโกะ สาขา ทองหล่อ,hospital,100.5807031,13.7275177
6557588675,Anonymous MedConsult Clinic,hospital,100.5759328,13.7366322
7194925090,Baan dol sook (Elderly care home),hospital,98.99386,18.8238113
1096327937,โรงพยาบาลพระสมุทรเจดีย์วาทยานนท์,hospital,100.5781403,13.5927735
6384784351,โรงพยาบาลมหาวิทยาลัยนเรศวร,hospital,100.1893614,16.7485505
9103384479,MedPark Hospital,hospital,100.5563574,13.7219139
2430406396,อะเบาท์ทูธเดนทัลคลินิก,hospital,100.4971839,13.7613044
5240778121,,hospital,100.6060256,13.8889032
1628665577,โรงพยาบาลเซ็นทรัลเชียงใหม่เมโมเรียล,hospital,98.9984639,18.7730014
2685562362,โรงพยาบาลหางดง,hospital,98.9183624,18.6830741
1038762165,โรงพยาบาลท่าม่วง,hospital,99.6311314,13.9759163
